catalogID,placeID,parentPlaceID,typeKeys,officialName,reading,aliases,prefecture,municipality,address,latitude,longitude,officialURL,sourceURL,capacity,status,selectionReason,verifiedAt,notes
temple,jp-kyoto-kenninji,,temple|historic_site|landmark,建仁寺,けんにんじ,建仁禅寺|Kenninji,京都府,京都市東山区,京都府京都市東山区大和大路通四条下る小松町584,,,https://www.kenninji.jp/,https://ja.kyoto.travel/tourism/single01.php?category_id=7&tourism_id=276,,open,京都最古の禅寺として祇園エリアを代表する主要寺院,2026-07-21,京都市観光協会と施設公式サイトで名称・住所を確認
temple,jp-kyoto-nanzenji,,temple|historic_site|landmark,南禅寺,なんぜんじ,Nanzenji,京都府,京都市左京区,京都府京都市左京区南禅寺福地町,,,https://nanzenji.or.jp/,https://ja.kyoto.travel/tourism/single01.php?category_id=7&tourism_id=436,,open,三門と水路閣で知られる京都を代表する禅寺,2026-07-21,京都市観光協会と施設公式サイトで名称・住所を確認
temple,jp-kyoto-ryoanji,,temple|historic_site|world_heritage|landmark,龍安寺,りょうあんじ,竜安寺|Ryoanji,京都府,京都市右京区,京都府京都市右京区龍安寺御陵下町13,,,https://www.ryoanji.jp/,https://ja.kyoto.travel/tourism/single01.php?tourism_id=482,,open,石庭で世界的に知られる世界文化遺産の禅寺,2026-07-21,京都市観光協会と施設公式サイトで名称・住所を確認
temple,jp-kyoto-ninnaji,,temple|historic_site|world_heritage|national_treasure|landmark,仁和寺,にんなじ,御室御所|Ninnaji,京都府,京都市右京区,京都府京都市右京区御室大内33,,,https://ninnaji.jp/,https://ja.kyoto.travel/tourism/single01.php?category_id=7&tourism_id=439,,open,御室桜と五重塔で知られる世界文化遺産の門跡寺院,2026-07-21,京都市観光協会と施設公式サイトで名称・住所を確認
temple,jp-kyoto-tenryuji,,temple|historic_site|world_heritage|landmark,天龍寺,てんりゅうじ,Tenryuji,京都府,京都市右京区,京都府京都市右京区嵯峨天龍寺芒ノ馬場町68,,,https://www.tenryuji.com/,https://ja.kyoto.travel/tourism/single01.php?category_id=7&tourism_id=428,,open,曹源池庭園で知られ嵐山観光の核となる世界文化遺産の禅寺,2026-07-21,京都市観光協会と施設公式サイトで名称・住所を確認
temple,jp-kyoto-toji,,temple|historic_site|world_heritage|national_treasure|landmark,教王護国寺（東寺）,きょうおうごこくじ,東寺|Toji,京都府,京都市南区,京都府京都市南区九条町1,,,https://toji.or.jp/,https://ja.kyoto.travel/tourism/single01.php?category_id=7&tourism_id=262,,open,五重塔で知られ京都駅周辺を代表する世界文化遺産の寺院,2026-07-21,京都市観光協会と施設公式サイトで名称・住所を確認
temple,jp-kyoto-nishi-hongwanji,,temple|historic_site|world_heritage|national_treasure|landmark,本願寺（西本願寺）,ほんがんじ,西本願寺|Nishi Hongwanji,京都府,京都市下京区,京都府京都市下京区堀川通花屋町下る本願寺門前町,,,https://www.hongwanji.kyoto/,https://ja.kyoto.travel/tourism/single01.php?category_id=&tourism_id=215,,open,浄土真宗本願寺派の本山で世界文化遺産を構成する主要寺院,2026-07-21,京都市観光協会と施設公式サイトで名称・住所を確認
temple,jp-kyoto-higashi-hongwanji,,temple|historic_site|landmark,真宗本廟（東本願寺）,しんしゅうほんびょう,東本願寺|Higashi Honganji,京都府,京都市下京区,京都府京都市下京区烏丸通七条上る常葉町754,,,https://www.higashihonganji.or.jp/,https://ja.kyoto.travel/tourism/single01.php?category_id=7&tourism_id=507,,open,巨大な御影堂で知られる真宗大谷派の本山,2026-07-21,京都市観光協会と施設公式サイトで名称・住所を確認
temple,jp-kyoto-daitokuji,,temple|historic_site|landmark,大徳寺,だいとくじ,龍寶山大徳寺|Daitokuji,京都府,京都市北区,京都府京都市北区紫野大徳寺町53,,,https://www.rinzaidaitoku.jp/,https://ja.kyoto.travel/tourism/single01.php?category_id=7&tourism_id=410,,open,多数の塔頭と茶の湯文化で知られる洛北の代表的禅寺,2026-07-21,京都市観光協会と施設案内で名称・住所を確認
temple,jp-kyoto-eikando,,temple|historic_site|landmark,禅林寺（永観堂）,ぜんりんじ,永観堂|Eikando,京都府,京都市左京区,京都府京都市左京区永観堂町48,,,https://www.eikando.or.jp/,https://ja.kyoto.travel/tourism/single01.php?category_id=7&tourism_id=397,,open,紅葉とみかえり阿弥陀で全国的に知られる京都東山の寺院,2026-07-21,京都市観光協会と施設公式サイトで名称・住所を確認
temple,jp-kyoto-kurama-dera,,temple|historic_site|sacred_site|landmark,鞍馬寺,くらまでら,鞍馬山|Kuramadera,京都府,京都市左京区,京都府京都市左京区鞍馬本町1074,,,https://www.kuramadera.or.jp/,https://ja.kyoto.travel/tourism/single01.php?category_id=7&tourism_id=270,,open,牛若丸伝説と山岳信仰で知られる鞍馬の代表寺院,2026-07-21,京都市観光協会と施設公式サイトで名称・住所を確認
temple,jp-kyoto-sanzenin,,temple|historic_site|landmark,三千院,さんぜんいん,三千院門跡|Sanzenin,京都府,京都市左京区,京都府京都市左京区大原来迎院町540,,,https://www.sanzenin.or.jp/,https://www.kyoto-kankou.or.jp/info_search/237,,open,苔庭と往生極楽院で知られる大原観光の代表寺院,2026-07-21,京都府観光連盟と施設公式サイトで名称・住所を確認
temple,jp-kyoto-myoshinji,,temple|historic_site|landmark,妙心寺,みょうしんじ,正法山妙心禅寺|Myoshinji,京都府,京都市右京区,京都府京都市右京区花園妙心寺町1,,,https://www.myoshinji.or.jp/,https://ja.kyoto.travel/tourism/single01.php?category_id=7&tourism_id=485,,open,広大な伽藍と多数の塔頭を擁する臨済宗妙心寺派の大本山,2026-07-21,京都市観光協会と施設公式サイトで名称・住所を確認
temple,jp-nara-kohfukuji,,temple|historic_site|world_heritage|national_treasure|landmark,法相宗大本山 興福寺,ほっそうしゅうだいほんざんこうふくじ,興福寺|Kohfukuji,奈良県,奈良市,奈良県奈良市登大路町48,,,https://www.kohfukuji.com/,https://www.visitnara.jp/venues/A00486/,,open,五重塔と阿修羅像で知られ古都奈良の世界遺産を構成する主要寺院,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
temple,jp-nara-yakushiji,,temple|historic_site|world_heritage|national_treasure|landmark,法相宗大本山 薬師寺,ほっそうしゅうだいほんざんやくしじ,薬師寺|Yakushiji,奈良県,奈良市,奈良県奈良市西ノ京町457,,,https://yakushiji.or.jp/,https://www.visitnara.jp/venues/A00499/,,open,東塔と薬師三尊で知られ古都奈良の世界遺産を構成する主要寺院,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
temple,jp-nara-toshodaiji,,temple|historic_site|world_heritage|national_treasure|landmark,律宗総本山 唐招提寺,りっしゅうそうほんざんとうしょうだいじ,唐招提寺|Toshodaiji,奈良県,奈良市,奈良県奈良市五条町13-46,,,https://toshodaiji.jp/,https://www.visitnara.jp/venues/A00500/,,open,鑑真ゆかりの金堂で知られ古都奈良の世界遺産を構成する寺院,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
temple,jp-nara-gangoji,,temple|historic_site|world_heritage|national_treasure|landmark,元興寺,がんごうじ,Gangoji,奈良県,奈良市,奈良県奈良市中院町11,,,https://gangoji-tera.or.jp/,https://www.visitnara.jp/venues/A00495/,,open,ならまちに位置し古都奈良の世界遺産を構成する古刹,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
temple,jp-nara-saidaiji,,temple|historic_site|landmark,真言律宗総本山 西大寺,しんごんりっしゅうそうほんざんさいだいじ,西大寺|Saidaiji,奈良県,奈良市,奈良県奈良市西大寺芝町1-1-5,,,https://saidaiji.or.jp/,https://www.visitnara.jp/venues/A00498/,,open,大茶盛式で知られる奈良西部の代表的寺院,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
temple,jp-nara-shinyakushiji,,temple|historic_site|national_treasure|landmark,新薬師寺,しんやくしじ,Shinyakushiji,奈良県,奈良市,奈良県奈良市高畑町1352,,,https://www.shinyakushiji.or.jp/,https://www.visitnara.jp/venues/A00496/,,open,国宝本堂と十二神将立像で知られる高畑の古刹,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
temple,jp-nara-akishinodera,,temple|historic_site|landmark,秋篠寺,あきしのでら,Akishinodera,奈良県,奈良市,奈良県奈良市秋篠町757,,,https://narashikanko.or.jp/spot/detail_10018.html,https://narashikanko.or.jp/spot/detail_10018.html,,open,伎芸天像と苔の境内で知られる奈良西部の古刹,2026-07-21,奈良市観光協会公式情報で名称・住所を確認
temple,jp-nara-daianji,,temple|historic_site|landmark,大安寺,だいあんじ,南都大安寺|Daianji,奈良県,奈良市,奈良県奈良市大安寺2-18-1,,,https://www.daianji.or.jp/,https://www.visitnara.jp/venues/E02045/,,open,南都七大寺の一つでがん封じ祈願でも知られる古刹,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
temple,jp-nara-hokkeji,,temple|historic_site|landmark,法華寺門跡,ほっけじもんぜき,法華寺|Hokkeji,奈良県,奈良市,奈良県奈良市法華寺町882,,,https://hokkeji-nara.jp/,https://narashikanko.or.jp/spot/detail_10014.html,,open,光明皇后ゆかりの総国分尼寺として知られる門跡寺院,2026-07-21,奈良市観光協会と施設公式サイトで名称・住所を確認
temple,jp-nara-hasedera,,temple|historic_site|national_treasure|landmark,総本山 長谷寺,そうほんざんはせでら,長谷観音|Hasedera,奈良県,桜井市,奈良県桜井市初瀬731-1,,,https://www.hasedera.or.jp/,https://www.visitnara.jp/venues/A00517/,,open,十一面観世音菩薩と花の御寺として全国的に知られる主要寺院,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
temple,jp-nara-muroji,,temple|historic_site|national_treasure|landmark,大本山 室生寺,だいほんざんむろうじ,女人高野|Muroji,奈良県,宇陀市,奈良県宇陀市室生78,,,https://www.murouji.or.jp/,https://www.visitnara.jp/venues/A00527/,,open,女人高野と山中の五重塔で知られる宇陀の代表寺院,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
temple,jp-nara-okadera,,temple|historic_site|landmark,東光山 岡寺（龍蓋寺）,とうこうざんおかでら,岡寺|龍蓋寺|Okadera,奈良県,高市郡明日香村,奈良県高市郡明日香村岡806,,,https://www.okadera3307.com/,https://www.visitnara.jp/venues/A00523/,,open,日本最初の厄除霊場として知られる明日香の代表寺院,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
temple,jp-nara-tachibanadera,,temple|historic_site|landmark,仏頭山上宮皇院 橘寺,ぶっとうざんじょうぐうおういんたちばなでら,橘寺|Tachibanadera,奈良県,高市郡明日香村,奈良県高市郡明日香村橘532,,,https://www.visitnara.jp/venues/A00856/,https://www.visitnara.jp/venues/A00856/,,open,聖徳太子生誕地と伝わる明日香の代表的古刹,2026-07-21,奈良県観光公式サイトで名称・住所を確認
temple,jp-nara-taimadera,,temple|historic_site|national_treasure|landmark,當麻寺,たいまでら,当麻寺|Taimadera,奈良県,葛城市,奈良県葛城市當麻1263,,,https://www.taimadera.org/,https://www.visitnara.jp/venues/A00511/,,open,當麻曼荼羅と東西両塔で知られる葛城地域の代表寺院,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
temple,jp-nara-kinpusenji,,temple|historic_site|world_heritage|national_treasure|sacred_site|landmark,金峯山修験本宗 総本山 金峯山寺,きんぷせんしゅげんほんしゅうそうほんざんきんぷせんじ,金峯山寺|蔵王堂|Kinpusenji,奈良県,吉野郡吉野町,奈良県吉野郡吉野町吉野山2498,,,https://www.kinpusen.or.jp/,https://www.visitnara.jp/venues/A00532/,,open,蔵王堂を中心に紀伊山地の霊場と参詣道を構成する世界遺産寺院,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
temple,jp-nara-chogosonshiji,,temple|historic_site|landmark,信貴山朝護孫子寺,しぎさんちょうごそんしじ,信貴山|朝護孫子寺|Chogosonshiji,奈良県,生駒郡平群町,奈良県生駒郡平群町信貴山2280-1,,,https://www.sigisan.or.jp/,https://www.visitnara.jp/venues/A00509/,,open,毘沙門天信仰と寅の張り子で知られる信貴山の代表寺院,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
temple,jp-nara-abemonjuin,,temple|historic_site|national_treasure|landmark,安倍文殊院,あべもんじゅいん,Abe Monjuin,奈良県,桜井市,奈良県桜井市阿部645,,,https://www.abemonjuin.or.jp/,https://www.visitnara.jp/venues/A00516/,,open,日本三文殊の一つで国宝文殊菩薩像を有する桜井の古刹,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
shrine,jp-nara-oomiwa-jinja,,shrine|historic_site|sacred_site|landmark,大神神社,おおみわじんじゃ,三輪明神|Omiwa Jinja,奈良県,桜井市,奈良県桜井市三輪1422,,,https://oomiwa.or.jp/,https://www.visitnara.jp/venues/A00515/,,open,三輪山を御神体とする日本最古級の神社として全国的に知られる,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
shrine,jp-nara-kashihara-jingu,,shrine|historic_site|landmark,橿原神宮,かしはらじんぐう,Kashihara Jingu,奈良県,橿原市,奈良県橿原市久米町934,,,https://kashiharajingu.or.jp/,https://www.visitnara.jp/venues/A00520/,,open,神武天皇を祀り畝傍山麓の広大な神域で知られる代表的神社,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
shrine,jp-nara-isonokami-jingu,,shrine|historic_site|national_treasure|landmark,石上神宮,いそのかみじんぐう,Isonokami Jingu,奈良県,天理市,奈良県天理市布留町384,,,https://www.isonokami.jp/,https://www.visitnara.jp/venues/A00513/,,open,日本最古級の神宮で国宝拝殿を有する天理の代表的神社,2026-07-21,奈良県観光公式サイトと施設公式サイトで名称・住所を確認
shrine,jp-tokyo-yasukuni-jinja,,shrine|historic_site|landmark,靖国神社,やすくにじんじゃ,Yasukuni Jinja,東京都,千代田区,東京都千代田区九段北3-1-1,,,https://www.yasukuni.or.jp/,https://www.gotokyo.org/jp/spot/466/index.html,,open,九段に位置し桜の標本木でも広く知られる東京の主要神社,2026-07-21,東京観光財団と施設公式サイトで名称・住所を確認
shrine,jp-tokyo-kanda-myojin,,shrine|historic_site|landmark,神田神社（神田明神）,かんだじんじゃ,神田明神|Kanda Myojin,東京都,千代田区,東京都千代田区外神田2-16-2,,,https://www.kandamyoujin.or.jp/,https://www.gotokyo.org/jp/spot/17/index.html,,open,神田祭と江戸総鎮守として知られる東京を代表する神社,2026-07-21,東京観光財団と施設公式サイトで名称・住所を確認
shrine,jp-tokyo-hie-jinja,,shrine|historic_site|landmark,日枝神社,ひえじんじゃ,山王さま|Hie Jinja,東京都,千代田区,東京都千代田区永田町2-10-5,,,https://www.hiejinja.net/,https://www.gotokyo.org/en/spot/343/index.html,,open,山王祭と千本鳥居で知られる赤坂・永田町の主要神社,2026-07-21,東京観光財団と施設公式サイトで名称・住所を確認
shrine,jp-tokyo-tokyo-daijingu,,shrine|historic_site|landmark,東京大神宮,とうきょうだいじんぐう,東京のお伊勢さま|Tokyo Daijingu,東京都,千代田区,東京都千代田区富士見2-4-1,,,https://www.tokyodaijingu.or.jp/,https://www.gotokyo.org/jp/spot/42/index.html,,open,東京のお伊勢さまとして親しまれ神前結婚式発祥でも知られる神社,2026-07-21,東京観光財団と施設公式サイトで名称・住所を確認
shrine,jp-tokyo-nezu-jinja,,shrine|historic_site|landmark,根津神社,ねづじんじゃ,Nezu Jinja,東京都,文京区,東京都文京区根津1-28-9,,,https://nedujinja.or.jp/,https://www.gotokyo.org/jp/spot/70/index.html,,open,つつじ苑と重要文化財の社殿で知られる東京十社の一社,2026-07-21,東京観光財団と施設公式サイトで名称・住所を確認
shrine,jp-tokyo-tomioka-hachimangu,,shrine|historic_site|landmark,富岡八幡宮,とみおかはちまんぐう,深川八幡|Tomioka Hachimangu,東京都,江東区,東京都江東区富岡1-20-3,,,https://www.tomiokahachimangu.or.jp/,https://www.city.koto.lg.jp/promotion/spot/tomioka.html,,open,深川八幡祭りと勧進相撲発祥地として知られる江戸最大の八幡宮,2026-07-21,江東区公式観光情報と施設公式サイトで名称・住所を確認
shrine,jp-tokyo-yushima-tenmangu,,shrine|historic_site|landmark,湯島天満宮,ゆしまてんまんぐう,湯島天神|Yushima Tenjin,東京都,文京区,東京都文京区湯島3-30-1,,,https://www.yushimatenjin.or.jp/,https://www.gotokyo.org/jp/spot/116/index.html,,open,学問の神と梅まつりで全国的に知られる東京の天満宮,2026-07-21,東京観光財団と施設公式サイトで名称・住所を確認
shrine,jp-tokyo-okunitama-jinja,,shrine|historic_site|landmark,大國魂神社,おおくにたまじんじゃ,大国魂神社|Okunitama Jinja,東京都,府中市,東京都府中市宮町3-1,,,https://www.ookunitamajinja.or.jp/,https://www.gotokyo.org/jp/spot/377/index.html,,open,武蔵国総社でくらやみ祭でも知られる多摩地域の代表神社,2026-07-21,東京観光財団と施設公式サイトで名称・住所を確認
shrine,jp-tokyo-hanazono-jinja,,shrine|historic_site|landmark,花園神社,はなぞのじんじゃ,新宿総鎮守|Hanazono Jinja,東京都,新宿区,東京都新宿区新宿5-17-3,,,https://www.hanazono-jinja.or.jp/,https://www.gotokyo.org/jp/destinations/western-tokyo/shinjuku/index.html,,open,酉の市と芸能の神で知られる新宿総鎮守,2026-07-21,東京観光財団と施設公式サイトで名称・住所を確認
shrine,jp-tokyo-oji-jinja,,shrine|historic_site|landmark,王子神社,おうじじんじゃ,王子権現|Oji Jinja,東京都,北区,東京都北区王子本町1-1-12,,,https://ojijinja.tokyo.jp/,https://www.gotokyo.org/jp/spot/597/index.html,,open,王子の地名由来となり田楽舞でも知られる東京十社の一社,2026-07-21,東京観光財団と施設公式サイトで名称・住所を確認
temple,jp-tokyo-zojoji,,temple|historic_site|landmark,大本山 増上寺,だいほんざんぞうじょうじ,増上寺|Zojoji,東京都,港区,東京都港区芝公園4-7-35,,,https://www.zojoji.or.jp/,https://www.gotokyo.org/jp/spot/47/index.html,,open,徳川将軍家の菩提寺で東京タワーを望む景観でも知られる主要寺院,2026-07-21,東京観光財団と施設公式サイトで名称・住所を確認
temple,jp-tokyo-tsukiji-hongwanji,,temple|historic_site|architecture|landmark,築地本願寺,つきじほんがんじ,Tsukiji Hongwanji,東京都,中央区,東京都中央区築地3-15-1,,,https://tsukijihongwanji.jp/,https://tsukijihongwanji.jp/,,open,古代インド様式を取り入れた本堂で知られる築地の代表寺院,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-tokyo-shibamata-taishakuten,,temple|historic_site|landmark,柴又帝釈天 題経寺,しばまたたいしゃくてんだいきょうじ,柴又帝釈天|題経寺|Shibamata Taishakuten,東京都,葛飾区,東京都葛飾区柴又7-10-3,,,https://www.taishakuten.or.jp/,https://www.taishakuten.or.jp/,,open,彫刻ギャラリーと映画の舞台で知られる柴又観光の中心寺院,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-tokyo-takaosan-yakuoin,,temple|historic_site|sacred_site|landmark,高尾山薬王院,たかおさんやくおういん,高尾山|薬王院|Takaosan Yakuoin,東京都,八王子市,東京都八王子市高尾町2177,,,https://www.takaosan.or.jp/,https://www.gotokyo.org/en/spot/284/index.html,,open,天狗信仰と修験道で知られ高尾山観光の核となる寺院,2026-07-21,東京観光財団と施設公式サイトで名称・住所を確認
temple,jp-tokyo-jindaiji,,temple|historic_site|landmark,深大寺,じんだいじ,Jindaiji,東京都,調布市,東京都調布市深大寺元町5-15-1,,,https://www.jindaiji.or.jp/,https://www.jindaiji.or.jp/,,open,厄除元三大師と門前そばで知られる武蔵野の古刹,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-tokyo-ikegami-honmonji,,temple|historic_site|landmark,日蓮宗大本山 池上本門寺,にちれんしゅうだいほんざんいけがみほんもんじ,池上本門寺|Ikegami Honmonji,東京都,大田区,東京都大田区池上1-1-1,,,https://honmonji.jp/,https://honmonji.jp/,,open,日蓮聖人入滅の霊場で五重塔とお会式でも知られる主要寺院,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-tokyo-sengakuji,,temple|historic_site|landmark,萬松山 泉岳寺,ばんしょうざんせんがくじ,泉岳寺|Sengakuji,東京都,港区,東京都港区高輪2-11-1,,,https://sengakuji.or.jp/,https://sengakuji.or.jp/,,open,赤穂義士墓所で全国的に知られる高輪の曹洞宗寺院,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-tokyo-gokokuji,,temple|historic_site|national_treasure|landmark,大本山 護国寺,だいほんざんごこくじ,護国寺|Gokokuji,東京都,文京区,東京都文京区大塚5-40-1,,,https://www.gokokuji.or.jp/,https://www.gokokuji.or.jp/,,open,江戸期の本堂を残し著名人墓所でも知られる文京区の古刹,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-tokyo-kaneiji,,temple|historic_site|landmark,東叡山 寛永寺,とうえいざんかんえいじ,寛永寺|Kaneiji,東京都,台東区,東京都台東区上野桜木1-14-11,,,https://kaneiji.jp/,https://kaneiji.jp/,,open,徳川将軍家の菩提寺として上野の歴史を代表する寺院,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-tokyo-gotokuji,,temple|historic_site|landmark,大谿山 豪徳寺,だいけいざんごうとくじ,豪徳寺|招き猫の寺|Gotokuji,東京都,世田谷区,東京都世田谷区豪徳寺2-24-7,,,https://gotokuji.jp/,https://gotokuji.jp/,,open,招き猫発祥伝説と井伊家墓所で国内外に知られる世田谷の寺院,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-kanagawa-kamakura-engakuji,,temple|historic_site|national_treasure|landmark,臨済宗大本山 円覚寺,りんざいしゅうだいほんざんえんがくじ,円覚寺|Engakuji,神奈川県,鎌倉市,神奈川県鎌倉市山ノ内409,,,https://www.engakuji.or.jp/,https://www.engakuji.or.jp/,,open,鎌倉五山第二位で舎利殿と洪鐘を有する北鎌倉の代表寺院,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-kanagawa-kamakura-kenchoji,,temple|historic_site|national_treasure|landmark,臨済宗建長寺派 大本山 建長寺,りんざいしゅうけんちょうじはだいほんざんけんちょうじ,建長寺|Kenchoji,神奈川県,鎌倉市,神奈川県鎌倉市山ノ内8,,,https://www.kenchoji.com/,https://www.kenchoji.com/,,open,鎌倉五山第一位で日本最初期の本格的禅寺として知られる,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-kanagawa-kamakura-hokokuji,,temple|historic_site|garden|landmark,報国寺,ほうこくじ,竹の寺|Hokokuji,神奈川県,鎌倉市,神奈川県鎌倉市浄明寺2-7-4,,,https://houkokuji.or.jp/,https://houkokuji.or.jp/,,open,竹の庭で国内外から訪問される鎌倉東部の人気寺院,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-kanagawa-kamakura-meigetsuin,,temple|historic_site|garden|landmark,明月院,めいげついん,あじさい寺|Meigetsuin,神奈川県,鎌倉市,神奈川県鎌倉市山ノ内189,,,https://www.trip-kamakura.com/,https://www.trip-kamakura.com/,,open,あじさい寺と丸窓の景観で全国的に知られる北鎌倉の寺院,2026-07-21,鎌倉市観光協会公式情報で名称・住所を確認
temple,jp-kanagawa-kamakura-jochiji,,temple|historic_site|landmark,臨済宗円覚寺派 浄智寺,りんざいしゅうえんがくじはじょうちじ,浄智寺|Jochiji,神奈川県,鎌倉市,神奈川県鎌倉市山ノ内1402,,,https://www.trip-kamakura.com/,https://www.trip-kamakura.com/,,open,鎌倉五山第四位で緑豊かな境内を持つ北鎌倉の禅寺,2026-07-21,鎌倉市観光協会公式情報で名称・住所を確認
temple,jp-kanagawa-kamakura-jomyoji,,temple|historic_site|garden|landmark,稲荷山 浄妙寺,とうかさんじょうみょうじ,浄妙寺|Jomyoji,神奈川県,鎌倉市,神奈川県鎌倉市浄明寺3-8-31,,,https://www.trip-kamakura.com/,https://www.trip-kamakura.com/model_course/detail.php?id=35,,open,鎌倉五山第五位で枯山水庭園でも知られる禅寺,2026-07-21,鎌倉市観光協会公式情報で名称・住所を確認
temple,jp-kanagawa-kamakura-sugimotodera,,temple|historic_site|landmark,大蔵山 杉本寺,たいぞうざんすぎもとでら,杉本観音|Sugimotodera,神奈川県,鎌倉市,神奈川県鎌倉市二階堂903,,,https://sugimotodera.com/,https://sugimotodera.com/,,open,鎌倉最古の寺とされ苔の石段で知られる坂東三十三観音霊場第一番札所,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-kanagawa-kamakura-komyoji,,temple|historic_site|garden|landmark,浄土宗大本山 光明寺,じょうどしゅうだいほんざんこうみょうじ,光明寺|Komyoji,神奈川県,鎌倉市,神奈川県鎌倉市材木座6-17-19,,,https://komyoji-kamakura.or.jp/,https://komyoji-kamakura.or.jp/,,open,材木座海岸近くに壮大な山門と蓮池を有する浄土宗大本山,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-kanagawa-kamakura-gokurakuji,,temple|historic_site|landmark,霊鷲山 極楽寺,りょうじゅせんごくらくじ,極楽寺|Gokurakuji,神奈川県,鎌倉市,神奈川県鎌倉市極楽寺3-6-7,,,https://www.trip-kamakura.com/,https://www.trip-kamakura.com/,,open,忍性ゆかりで江ノ電沿線の歴史景観を代表する鎌倉の古刹,2026-07-21,鎌倉市観光協会公式情報で名称・住所を確認
temple,jp-kanagawa-kamakura-myohonji,,temple|historic_site|landmark,長興山 妙本寺,ちょうこうざんみょうほんじ,比企谷妙本寺|Myohonji,神奈川県,鎌倉市,神奈川県鎌倉市大町1-15-1,,,https://www.myohonji.or.jp/,https://www.myohonji.or.jp/,,open,比企一族ゆかりで鎌倉駅近くに深い緑の境内を持つ日蓮宗寺院,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-kanagawa-kawasaki-daishi,,temple|historic_site|landmark,川崎大師 平間寺,かわさきだいしへいけんじ,川崎大師|Heikenji,神奈川県,川崎市川崎区,神奈川県川崎市川崎区大師町4-48,,,https://www.kawasakidaishi.com/,https://www.kawasakidaishi.com/,,open,厄除け大師として全国有数の初詣参拝者を集める川崎の代表寺院,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-kanagawa-yokohama-sojiji,,temple|historic_site|landmark,曹洞宗大本山 總持寺,そうとうしゅうだいほんざんそうじじ,総持寺|Sojiji,神奈川県,横浜市鶴見区,神奈川県横浜市鶴見区鶴見2-1-1,,,https://www.sojiji.jp/,https://www.sojiji.jp/,,open,広大な伽藍を有する曹洞宗の大本山で鶴見を代表する寺院,2026-07-21,施設公式サイトで名称・住所を確認
temple,jp-kanagawa-kamakura-jojuin,,temple|historic_site|landmark,普明山 法立寺 成就院,ふみょうざんほうりゅうじじょうじゅいん,成就院|Jojuin,神奈川県,鎌倉市,神奈川県鎌倉市極楽寺1-1-5,,,https://www.trip-kamakura.com/,https://www.trip-kamakura.com/,,open,由比ヶ浜を望む参道と縁結びの不動明王で知られる鎌倉の寺院,2026-07-21,鎌倉市観光協会公式情報で名称・住所を確認
shrine,jp-kanagawa-enoshima-jinja,,shrine|historic_site|sacred_site|landmark,江島神社,えのしまじんじゃ,江の島神社|Enoshima Jinja,神奈川県,藤沢市,神奈川県藤沢市江の島2-3-8,,,https://enoshimajinja.or.jp/,https://enoshimajinja.or.jp/,,open,日本三大弁財天の一つで江の島観光の中心となる代表的神社,2026-07-21,施設公式サイトで名称・住所を確認
shrine,jp-kanagawa-hakone-jinja,,shrine|historic_site|sacred_site|landmark,箱根神社,はこねじんじゃ,箱根権現|Hakone Jinja,神奈川県,足柄下郡箱根町,神奈川県足柄下郡箱根町元箱根80-1,,,https://hakonejinja.or.jp/,https://www.kanagawa-kankou.or.jp/kanagawayokohamadc/spot/197,,open,芦ノ湖畔の平和の鳥居と山岳信仰で全国的に知られる箱根の代表神社,2026-07-21,神奈川県観光協会と施設公式サイトで名称・住所を確認
