placeID,placeKind,officialName,prefecture,evidenceStatus,evidenceKind,evidenceProvider,evidenceURL,verifiedAt,notes
jp-pilgrimage-shikoku88-30,temple,百々山 東明院 善楽寺,高知県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/30zenrakuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-31,temple,五台山 金色院 竹林寺,高知県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/31chikurinji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-32,temple,八葉山 求聞持院 禅師峰寺,高知県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/32zenjibuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-33,temple,高福山 幸福院 雪蹊寺,高知県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/33sekeiji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-34,temple,本尾山 朱雀院 種間寺,高知県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/34tanemaji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-35,temple,醫王山 鏡池院 清瀧寺,高知県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/35kiyotakiji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-36,temple,独鈷山 伊舎那院 青龍寺,高知県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/36shoryuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-37,temple,藤井山 五智院 岩本寺,高知県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/37iwamotoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-38,temple,蹉跎山 補陀洛院 金剛福寺,高知県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/38kongofukuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-39,temple,赤亀山 寺山院 延光寺,高知県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/39enkoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-40,temple,平城山 薬師院 観自在寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/40kanzaiji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-41,temple,稲荷山 護国院 龍光寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/41ryukoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-42,temple,一カ山 毘盧舎那院 佛木寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/42butsumokuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-43,temple,源光山 円手院 明石寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/43meisekiji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-44,temple,菅生山 大覚院 大寶寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/44daihoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-45,temple,海岸山 岩屋寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/45iwayaji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-46,temple,医王山 養珠院 浄瑠璃寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/46joruriji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-47,temple,熊野山 妙見院 八坂寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/47yasakaji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-48,temple,清滝山 安養院 西林寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/48sairinji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-49,temple,西林山 三蔵院 浄土寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/49jodoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-50,temple,東山 瑠璃光院 繁多寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/50hantaji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-51,temple,熊野山 虚空蔵院 石手寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/51ishiteji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-52,temple,瀧雲山 護持院 太山寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/52taisanji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-53,temple,須賀山 正智院 圓明寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/53enmyoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-54,temple,近見山 宝鐘院 延命寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/54enmeiji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-55,temple,別宮山 金剛院 南光坊,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/55nankobo,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-56,temple,金輪山 勅王院 泰山寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/56taizanji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-57,temple,府頭山 無量寿院 栄福寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/57eifukuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-58,temple,作礼山 千光院 仙遊寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/58senyuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-59,temple,金光山 最勝院 国分寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/59kokubunji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-60,temple,石鈇山 福智院 横峰寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/60yokomineji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-61,temple,栴檀山 教王院 香園寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/61koonji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-62,temple,天養山 観音院 宝寿寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/62houjyuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-63,temple,密教山 胎蔵院 吉祥寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/63kichijoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-64,temple,石鈇山 金色院 前神寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/64maegamiji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-65,temple,由霊山 慈尊院 三角寺,愛媛県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/65sankakuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-66,temple,巨鼇山 千手院 雲辺寺,徳島県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/66unpenji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-67,temple,小松尾山 不動光院 大興寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/67daikoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-68,temple,七宝山 神恵院,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/68jinnein,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-69,temple,七宝山 観音寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/69kannonji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-70,temple,七宝山 持宝院 本山寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/70motoyamaji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-71,temple,剣五山 千手院 弥谷寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/71iyadaniji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-72,temple,我拝師山 延命院 曼荼羅寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/72mandaraji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-73,temple,我拝師山 求聞持院 出釈迦寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/73shusyakaji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-74,temple,医王山 多宝院 甲山寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/74koyamaji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-75,temple,五岳山 誕生院 善通寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/75zentsuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-76,temple,鶏足山 宝幢院 金倉寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/76konzoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-77,temple,桑多山 明王院 道隆寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/77doryuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-78,temple,仏光山 広徳院 郷照寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/78goshoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-79,temple,金華山 高照院 天皇寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/79tennoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-80,temple,白牛山 千手院 国分寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/80kokubunji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-81,temple,綾松山 洞林院 白峯寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/81shiromineji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-82,temple,青峰山 千手院 根香寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/82negoroji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-83,temple,神毫山 大宝院 一宮寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/83ichinomiyaji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-84,temple,南面山 千光院 屋島寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/84yashimaji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-85,temple,五剣山 観自在院 八栗寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/85yakuriji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-86,temple,補陀洛山 志度寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/86shidoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-87,temple,補陀落山 観音院 長尾寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/87nagaoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-shikoku88-88,temple,医王山 遍照光院 大窪寺,香川県,confirmed,official_pilgrimage,88shikokuhenro.jp,https://88shikokuhenro.jp/88ookuboji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-01,temple,四萬部寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/shimabuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-02,temple,真福寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/shinpukuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-03,temple,常泉寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/josenji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-04,temple,金昌寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/kinshoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-05,temple,語歌堂,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/gokado,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-06,temple,卜雲寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/bokuunji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-07,temple,法長寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/hochoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-08,temple,西善寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/saizenji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-09,temple,明智寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/akechiji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-10,temple,大慈寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/daijiji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-11,temple,常楽寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/jorakuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-12,temple,野坂寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/nosakaji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-13,temple,慈眼寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/jigenji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-14,temple,今宮坊,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/imamiyabo,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-15,temple,少林寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/shorinji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-16,temple,西光寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/saikoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-17,temple,定林寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/jorinji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-18,temple,神門寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/godoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-19,temple,龍石寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/ryusekiji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-20,temple,岩之上堂,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/iwanouedo,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-21,temple,観音寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/kannonji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-22,temple,童子堂,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/dojido,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-23,temple,音楽寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/ongakuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-24,temple,法泉寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/hosenji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-25,temple,久昌寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/kyushoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-26,temple,円融寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/enyuji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-27,temple,大渕寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/daienji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-28,temple,橋立堂,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/hashidatedo,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-29,temple,長泉院,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/chosenin,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-30,temple,法雲寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/hounji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-31,temple,観音院,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/kannonin,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-32,temple,般若山 法性寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/hoshoji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-33,temple,菊水寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/kikusuiji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-chichibu34-34,temple,水潜寺,埼玉県,confirmed,official_pilgrimage,chichibufudasho.com,https://chichibufudasho.com/fudasho/suisenji,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-02,temple,新京極 誓願寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/seiganji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-03,temple,護浄院(清荒神),京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/gojoin/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-05,temple,新長谷寺(真如堂),京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/shinnyodo/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-06,temple,金戒光明寺(黒谷),京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/kinkaikomyoji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-07,temple,長樂寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/chorakuji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-08,temple,大蓮寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/dairenji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-09,temple,青龍寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/seiryuji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-16,temple,仲源寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/chugenji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-18,temple,善能寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/zennoji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-20,temple,泉涌寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/sennyuji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-21,temple,大悲山 法性寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/hoseiji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-22,temple,城興寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/jokoji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-24,temple,長圓寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/choenji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-25,temple,法音院,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/hoonin/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-26,temple,正運寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/shounji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-27,temple,平等寺(因幡堂),京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/byodoji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-28,temple,壬生寺中院,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/mibudera/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-29,temple,福勝寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/fukushoji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-30,temple,椿寺 地蔵院,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/tsubakidera/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-31,temple,東向観音寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/higashimukaikannonji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-32,temple,廬山寺,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/rozanji/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-rakuyo33-33,temple,清和院,京都府,confirmed,official_pilgrimage,rakuyo33.jp,https://rakuyo33.jp/seiwain/,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-kamakura33-02,temple,宝戒寺,神奈川県,confirmed,official_pilgrimage,www.33kannon.jp,https://www.33kannon.jp/fudasho_02.html,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-kamakura33-05,temple,来迎寺（西御門）,神奈川県,confirmed,official_pilgrimage,www.33kannon.jp,https://www.33kannon.jp/fudasho_05.html,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-kamakura33-06,temple,瑞泉寺,神奈川県,confirmed,official_pilgrimage,www.33kannon.jp,https://www.33kannon.jp/fudasho_06.html,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-kamakura33-07,temple,光触寺,神奈川県,confirmed,official_pilgrimage,www.33kannon.jp,https://www.33kannon.jp/fudasho_07.html,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-kamakura33-08,temple,明王院,神奈川県,confirmed,official_pilgrimage,www.33kannon.jp,https://www.33kannon.jp/fudasho_08.html,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-kamakura33-11,temple,延命寺,神奈川県,confirmed,official_pilgrimage,www.33kannon.jp,https://www.33kannon.jp/fudasho_11.html,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
jp-pilgrimage-kamakura33-12,temple,教恩寺,神奈川県,confirmed,official_pilgrimage,www.33kannon.jp,https://www.33kannon.jp/fudasho_12.html,2026-07-21,公式霊場会・札所案内への掲載を既存出典で確認
